Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.336514E+00 	  1.514314000E+00 	  3.112623689E-01 	 0.000000E+00 	  1.64778192E+00 	  +5.65766200000E+00 	  +1.80250187337E+01 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  3.216574152E-01 	 0.000000E+00 	  1.58251373E+00 	  +3.32968112568E+00 	  +1.06877513597E+01 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  3.611080551E-01 	 0.000000E+00 	  1.51983078E+00 	  +1.97430052662E+00 	  +6.53964924526E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.632709259E-01 	 0.000000E+00 	  1.45963070E+00 	  +1.20804016807E+00 	  +3.99258876114E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.425193244E-01 	 0.000000E+00 	  1.40181512E+00 	  +7.37533072056E-01 	  +2.50386318204E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.363998024E-01 	 0.000000E+00 	  1.34628960E+00 	  +4.62527451521E-01 	  +1.63089955318E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  3.608118779E-01 	 0.000000E+00 	  1.29296343E+00 	  +3.01268783147E-01 	  +1.18559293515E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.383712800E-01 	 0.000000E+00 	  1.24174950E+00 	  +2.19009282444E-01 	  +8.50698569652E-01 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.214195592E-01 	 0.000000E+00 	  1.19256414E+00 	  +1.57145743528E-01 	  +6.49557724992E-01 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.727070464E-01 	 0.000000E+00 	  1.14532699E+00 	  +1.19989894540E-01 	  +5.26452925688E-01 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.144853711E-01 	 0.000000E+00 	  1.09996090E+00 	  +9.72492953333E-02 	  +4.48972183672E-01 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  4.400274808E-01 	 0.000000E+00 	  1.05639175E+00 	  +8.29366242562E-02 	  +5.00200606838E-01 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.365429472E-01 	 0.000000E+00 	  1.01454836E+00 	  +9.23998218390E-02 	  +4.22615466008E-01 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.206755370E-01 	 0.000000E+00 	  9.74362369E-01 	  +7.80678656359E-02 	  +3.72278831921E-01 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.450142747E-01 	 0.000000E+00 	  9.35768139E-01 	  +6.87694042624E-02 	  +3.37994981043E-01 
16   	  0.00000000000E+00 	  +2.283333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.720132489E-01 	 0.000000E+00 	  8.98702616E-01 	  +6.24363017637E-02 	  +3.13244960455E-01 
